smiles,logP,qed,SAS
"CCN(CC)c1ccc(/C=C2/SC(=O)N([C@H](C)C(=O)OC)C2=O)cc1",3.1306,0.564488567,2.822655891
"CN(Cc1ccc(OC(F)(F)F)cc1)C(=O)c1csc(-c2cccs2)n1",5.0424,0.579774193,2.323240448
"COc1ccc(OC)c([C@H]2CCCN2C(=O)Nc2ccccc2Cl)c1",4.7262,0.819385205,2.367784643
"C[C@@H]1CCC[C@H](NC(=O)CCNC(=O)c2ccccc2)[C@@H]1C",2.7474,0.873755228,2.752531236
"CC1=C2[C@H](c3cccc(OCC(C)C)c3)CC(=O)N[C@@H]2N(c2ccc([O-])nn2)N1",1.8134,0.802796853,4.198806921
"CCc1c(C)sc(NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2Cl)c1C(N)=O",2.92432,0.658944024,2.476381978
"Cc1ccc(Cl)c(NC(=O)COC(=O)C23C[C@@H]4C[C@@H](CC(O)(C4)C2)C3)c1Cl",4.11482,0.7025355,4.751303205
"C[C@@H]1SCCC[C@]1(C[NH3+])N1CCC(C[NH+](C)C)CC1",-0.2609,0.772734126,5.404033671
"COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)Nc2cccc([N+](=O)[O-])c2C)cc1",3.98922,0.4101133,2.144387267
"O=C(c1cc2cccc(Cl)c2o1)N1CCC([C@@H](O)c2ccccc2)CC1",4.672,0.697012495,2.687584253
"Cc1c(C(=O)N2CC[C@H](NC(=O)OC(C)(C)C)C[C@H]2C)cnn1C(C)C",3.29022,0.877472755,3.333517782
"O=[N+]([O-])c1ccc(N2CC[NH+](CCO)CC2)c(/C=N/c2ccc3c(c2)oc2ccccc23)c1",2.942,0.267804771,3.52723143
"CCOC[C@@H]1CC[NH+](CC(=O)Nc2nc3ccc(F)cc3s2)C1",1.3152,0.844503965,4.17943144
"O[C@H]1CCCC[C@@H]1[NH+]1CCN(Cc2cnn(-c3ccccc3)c2)CC1",0.8763,0.881087861,4.067265697
"C[C@@H](Sc1ccc(Cl)cc1)C(=O)N[C@H](C)c1nc2ccccc2[nH]1",4.5743,0.626751704,2.818189609
"O=S(=O)(Cc1noc(Cc2ccccc2)n1)c1ccc2ccccc2c1",3.7875,0.522458969,2.127149935
"COC(=O)c1cc([C@@H]2CC(=O)Nc3c2c(C(C)(C)C)nn3C)ccc1O",2.6839,0.802837108,3.311628165
"CC1CCC(C#N)([C@H](O)C=O)CC1",1.26628,0.659935482,3.97257403
"CCOc1c(OC)cc(C[NH+]2CCNC(=O)[C@@H]2CC)cc1OC",0.3958,0.778886878,4.179013433
"CC[C@@H]([NH2+]CCCC(C)(C)C)c1cnn(C)c1",2.2609,0.759622754,4.239596743
"Cc1nccn1-c1ccc(C[NH2+][C@@H](C)c2ccccc2N(C)C)cc1F",3.21042,0.727664837,3.594317176
"Cn1ncc(SCC(=O)[O-])c(Cl)c1=O",-0.7243,0.672855539,3.315450232
"CN(C)C(=O)Nc1cccc(CN[C@H](Cc2ccccc2)C(F)(F)F)c1",4.0433,0.781951958,2.671653714
"CCc1noc([C@@H](C)[NH+]2CC=C(c3cccc(OC)c3)CC2)n1",2.0738,0.921828451,4.217447524
"CCN(CC)c1ncnc(Cl)c1[N+](=O)[O-]",1.8844,0.45149465,2.568779273
"COc1ccccc1NC(=O)C(=O)N[C@H](c1ccc(F)cc1)c1nccn1C",2.4121,0.664009311,2.611610518
"O=C(CC[NH+]1Cc2ccccc2O[C@H](c2ccccc2)C1)NCc1cn2c(n1)SCC2",2.2139,0.625125957,4.201276946
"NC(=O)C1CCN(c2cc(N3CCOCC3)ccc2[N+](=O)[O-])CC1",1.1331,0.662484282,2.257857238
"Cc1csc(CSc2ccc(N)cc2Cl)n1",3.97942,0.653712156,2.397917706
"CCCCn1ncc(NC(=O)N2CCC[C@@H](C)[C@H]2CO)c1C",2.61632,0.875522036,3.336648625
"Cc1noc([C@H]2CCCCN2C(=O)[C@@H]2C[C@@H]2c2ccccc2)n1",3.23532,0.859122311,3.203800565
"Cc1ccc(NC(=O)[C@@H](C)Sc2nnnn2C2CC2)c(F)c1",2.57482,0.854980205,2.649010791
"Cc1cc2c(c(=O)o1)C(c1ccc(Cl)c(Cl)c1)c1c(cc(C)oc1=O)O2",4.80254,0.445710452,2.777456413
"CCOc1ccc(F)c(C(=O)NCc2ccnc(OC(C)(C)C)c2)c1F",3.8658,0.81831372,2.415002621
"Cc1cc2ncn(CC(=O)N[C@H](C)c3cc4ccccc4o3)c2cc1C",4.27674,0.574891303,2.749181625
"CC[C@@H](C)NC(=O)c1ccnc(OC(C)(C)C)c1",2.7872,0.88819228,2.647111766
"COc1ccccc1Nc1nc(N)nc(CSc2ccccc2C)n1",3.80672,0.631831568,2.197332005
"C=C(C)COc1ccc2c(c1)[C@H]1C=CC[C@H]1[C@@H](c1ccc(O)cc1)N2",5.1736,0.729185663,3.44454007
"C=C(C)C(=O)Nc1ccc(/C=C/C(=O)c2ccc(OC)cc2)cc1",4.1059,0.619163037,1.959725112
"Cc1cc(OCC(=O)Nc2ccc([N-]S(C)(=O)=O)cc2)no1",1.96532,0.873583706,3.167115034
"O=Cc1ccccc1OCCSc1ccc(Cl)cc1",4.3236,0.43165193,1.928256776
"CCN(Cc1cccc(NC(=O)N(C)CCc2ccccn2)c1)C(C)=O",3.1564,0.818989031,2.20923539
"C[C@H]1C[C@@H]1NC(=O)C(=O)Nc1cccc(Cl)c1SCC(F)F",3.1603,0.625631768,3.454861001
"C[NH+](CC(=O)Nc1ccc(OC(F)(F)F)cc1)[C@H]1CCc2ccccc21",2.7259,0.85153866,3.686761343
"COc1cc2c(cc1NC(=O)[C@H]1COc3ccccc3O1)oc1ccccc12",4.3731,0.551336071,2.659577032
"CNC(=O)[C@@H]1C[NH2+]CCN(C(C)=O)C1",-2.2259,0.533716219,4.233539527
"C[C@@H](NC(=O)N1CCC[C@@H](O)C1)C(C)(C)c1ccccc1",2.519,0.89719566,3.048543342
"O=C(Nc1ccc2c(c1)OCCO2)c1cc2cc([N+](=O)[O-])ccc2s1",3.833,0.550997345,2.236985852
"CCn1nnnc1NCc1c(Cl)cccc1Cl",2.6119,0.926309014,2.332384851
"Cc1cc(F)ccc1CCNC(=O)CCc1nc(C2CC2)no1",2.68602,0.848723843,2.257591844
"CC[C@H](C(=O)Nc1cccc(CS(=O)(=O)c2ccccc2)c1)c1ccccc1",4.7928,0.59988887,2.372905039
"O=c1cc(CS(=O)(=O)c2ncccc2Cl)nc2ccccn12",1.7168,0.733233538,2.549829809
"CCc1nncn1CC[NH2+][C@H](C)Cn1c[nH+]c(C)c1C",-0.27496,0.783238436,5.181048811
"COc1ccc(OC)c([C@@H](O)Cc2[nH+]ccn2C)c1",1.1325,0.890829048,3.761181332
"CC[NH+](CC)C[C@H]1CC[NH2+]C1",-1.5056,0.525944394,6.461157005
"Cc1ccc(C)c(OCC[NH+](C)[C@@H](C)c2ccc(S(N)(=O)=O)cc2)c1",1.60554,0.791658621,3.665998765
"C[NH2+]C[C@H]1C[C@H]1c1ccccc1Br",1.7458,0.836025261,4.131728223
"CS(=O)(=O)[N-]c1ccc2nc(SCc3ccccn3)sc2c1",3.9484,0.629244883,3.209549731
"COC(=O)c1ccc(CN2C(=O)N[C@H](Cc3ccccc3)C2=O)o1",1.7293,0.671944718,2.672002617
"O=C(NCCC[NH+]1CCCC1)c1ccc2c(c1)NC(=O)[C@@H]1CCCCN21",0.7962,0.694238388,3.878376488
"O=C(Nc1ccc(C(=O)NCCc2ccccc2)cc1)NC1CC1",2.943,0.757756482,1.635845513
"Cc1cscc1C[NH2+][C@H]1CCC[C@@H](C)C1",2.69862,0.809191654,4.666414069
"COc1ccc(/C=C/C2=[NH+]CCN2)cc1",-0.2093,0.736375627,3.419140811
"O=C(Cc1ccccc1O)NC[C@H]1CCCC[C@H]1O",1.602,0.779347529,2.768486065
"O=C1CN(C(=O)c2c(F)cccc2Cl)[C@@H](c2ccccc2)c2cc(Cl)ccc2N1",5.3164,0.579353958,2.728143039
"C[C@@H](c1cccc(-c2ccc(C3(O)CC[NH2+]CC3)cc2)c1)[NH+]1CCCC1",1.6381,0.775831698,4.581189038
"O=C(Nc1ccnn1Cc1ccc(Cl)cc1)[C@@H]1COc2ccccc2O1",3.3633,0.750921165,2.648703208
"CC(C)(C)OC(=O)NC[C@@H]1CCCC[C@@H]1NC(=O)CC1CCC1",3.3763,0.798756659,3.02533184
"C[C@@H](N[C@H]1CCCSc2ccccc21)c1nc(-c2ccncc2)cs1",5.4829,0.64298957,3.266727859
"CCC1CCC(C[NH2+][C@@H]2CCC[C@H]2[C@@H]2CCCC[NH2+]2)CC1",2.0508,0.781631879,5.204980035
"CCCn1c(=C(C#N)C#N)s/c(=C/c2ccccn2)c1=O",0.74146,0.850383983,2.88288482
"CC(C)N(CC(N)=O)C(=O)c1ccc2cc[nH]c2c1",1.5038,0.880725559,2.295717287
"C[NH2+]C[C@H](C)C(=O)Nc1snc(C)c1C(=O)[O-]",-1.41718,0.715401117,4.519163499
"Cc1ccc(Cl)cc1NCC(=O)Nc1cccc(S(=O)(=O)N2CCCC2)c1",3.48352,0.750937666,1.975394788
"CSCc1ccnc(NC2CCN(C(=O)c3cnccn3)CC2)c1",2.4513,0.898696963,2.477753244
"C[NH+](Cc1c[nH]nc1-c1ccccc1)C[C@@H](O)CN1CCOCC1",-0.2155,0.678369041,4.126764651
"CC[C@H]1C(=O)N[C@H](CC)C(=O)N1Cc1cscc1C",2.07212,0.921643584,3.635971864
"C/C(=C\C(=O)NC[C@H]1CCCO1)NNC(=O)Cc1cccc2ccccc12",2.2021,0.51927907,2.808534358
"COc1ccc(-n2nc(C(=O)N[C@H](C)[C@H](CO)SC)cc2C)cc1",2.03152,0.803666157,3.267213283
"Cc1nc(C)c(C(=O)Nc2ccc(Oc3ccccc3)cn2)o1",3.73104,0.771526571,2.229534179
"Cc1ccc(N2C[C@@H](C(=O)Nc3nnc(-c4sc(C)nc4C)o3)CC2=O)cc1",3.10996,0.716537199,2.934096205
"C[C@@H]1CCCN(C(=O)COc2ccc(Nc3ccccc3)cc2)C1",4.0675,0.868116218,2.221456974
"COC(CNC(=O)C(=O)Nc1c2c(nn1-c1ccccc1C)CSC2)OC",1.60112,0.579835821,2.789914828
"CCCn1c(SCn2cc([N+](=O)[O-])cn2)nnc1-c1csc(C)c1",3.57952,0.352505793,2.878030542
"CCC[C@](C)(CO)NC(=O)Nc1cnn(Cc2ccc(Cl)cc2)c1",3.2574,0.705020803,2.84933863
"CCc1onc(C)c1NC(=O)c1c(C)oc(-n2cccc2)c1C#N",3.36152,0.7783202,2.98360479
"Cc1nc2scc(C)n2c1CNc1ccc(C(=O)[O-])cc1",1.98824,0.803926643,2.853303334
"C[C@@](N)(C(=O)N1CCCC[C@@H]1CCC(=O)[O-])C(F)(F)F",0.1773,0.821512707,3.926885758
"COc1ccc(/C(C)=N/NC(=O)c2cc(Cl)ccc2OC)cc1OC",3.5198,0.615717664,1.943116788
"O=C(OCc1cc([N+](=O)[O-])cc2c1OCOC2)c1cnc2ccccc2n1",2.7615,0.390612106,2.574139571
"CCSc1nnc2n(N)c(=O)c3ccccc3n12",0.87,0.555260443,2.492994612
"CC(=O)N=P(N1CCCCC1)(N1CCCCC1)C(C)(C)C",4.3344,0.681993523,3.178390835
"COc1ncc(C(=O)Nc2nc3cc(Cl)c(C)cc3s2)cn1",3.30902,0.780773995,2.356421372
"CC1(C)CCN(C(=O)C23CC4CC(C2)CC(C(=O)N2CCC(C)(C)C2)(C4)C3)C1",4.09,0.690343789,4.184387906
"CC[C@@H]([NH2+]CCN1CCCS1(=O)=O)c1ccc(OC)cc1",0.7452,0.821308129,3.865137304
"CC1(C)C[C@@H]1NC(=O)[C@@](C)(N)C(F)(F)F",1.1808,0.748810825,3.782420241
"Cc1ccccc1C(C)(C)CNC(=O)NC[C@@H](O)C1CCOCC1",2.35932,0.748459724,2.952498676
"Cc1nn(-c2ccccn2)c(C)c1N1CCN(C(=O)Cn2ccc3ccccc32)CC1",3.18764,0.507130476,2.495029857
"COc1ccc(OC)c(NC(=O)Nc2cc(N3CCN(c4ccccc4)CC3)ncn2)c1",3.4644,0.600562142,2.176007896
"O=S(=O)([N-]c1ccccc1-n1cnnn1)c1ccc(OC(F)(F)F)cc1",2.955,0.664035774,3.166389658
"C[C@H]1CCC[C@H](NC(=O)/C(C#N)=C/c2ccccc2)[C@@H]1C",3.53448,0.664838409,3.105381705
"COc1ccc(C)cc1NC(=O)c1cn(-c2ccc(C)c(C)c2)c(=O)c2ccccc12",5.17686,0.483425347,2.097695746
"CCN(C(=O)CSc1ccc(-n2nc3c(c2C)CCC3)nn1)c1ccccc1",3.60462,0.583741194,2.655657117
"Cc1ccc2c(CC(=O)NCC[NH+]3CCOCC3)cc(=O)oc2c1",-0.32478,0.762688676,3.475535814
"O=S1(=O)CC[C@@H]([NH2+][C@H]2CCC[C@@H]2[C@@H]2CCCC[NH2+]2)C1",-0.9785,0.736084597,5.817521817
"C[NH2+]Cc1cc(F)c(OCCOc2ccccc2)c(F)c1",2.1158,0.796982045,2.769585928
"Cn1cc(CN2CCN([C@@H](CO)c3cccc(Cl)c3)CC2)cn1",1.9247,0.912459882,2.684457529
"Cc1ncccc1[N-]S(=O)(=O)c1cc(N)cc(Br)c1F",3.26792,0.838307827,3.553218359
"Cc1nn(CN2CCN(C(=O)c3cccs3)CC2)c(=S)n1C1CC1",2.53441,0.782095565,2.561124659
"Cc1c(Cl)c(C(=O)N2CCCC[C@H]2C)nn1C",2.39652,0.773212032,2.759075673
"CO[C@]1(C)C[C@H](N(C)C(=O)c2ccc3c(c2)C(=O)NC3=O)C1(C)C",1.8458,0.863979841,3.663117041
"Cc1c(Cl)cccc1S(=O)(=O)NC[C@@H](C)CN1CC[NH+](C)CC1",0.39312,0.788293368,3.858807679
"C=C(C)CN(CC)C(=O)[C@H](C)N1CCN(C(=O)C2CCCC2)CC1",2.1339,0.701194407,2.804285525
"N/C(=N/OCCN1CCCS1(=O)=O)c1cc2ccccc2o1",1.1052,0.389526006,2.938481599
"Cc1nc2ccccc2n1CC/[NH+]=C(/N)NC1CCCCCC1",1.05242,0.454895269,2.979457339
"CN(C(=O)c1nnn[n-]1)[C@H]1CCC[C@H]1C[NH3+]",-1.6886,0.700247323,5.383605597
"CC[C@H]1COCCN1Cc1cccc(C)c1C",2.91424,0.788860533,2.611902345
"Cc1ccc(NC(=O)C(=O)N2CC[C@H]([NH+]3CCCC3)C2)cc1C(=O)N(C)C",-0.08508,0.750051807,3.936954571
"Cc1cc(C)c2c(n1)oc1c(N3CC[NH+](CC(N)=O)CC3)ncnc12",-0.42196,0.695929369,3.898647986
"Cc1cccc(CCC(=O)OCc2nnc(-c3ccccc3Cl)o2)c1",4.37442,0.587320882,2.064043544
"CC1(C)Cc2cccc(OCc3ccc(C(=O)Nc4ccc(S(N)(=O)=O)cc4)cc3)c2O1",3.8788,0.571061403,2.213563281
"COC(=O)c1sc(S(=O)(=O)N2CCC(C(N)=O)CC2)c(C(=O)OC)c1C",0.51572,0.721226394,2.478074974
"CCCc1c(C(=O)N2CCO[C@@H](CCC)C2)[nH]c(C)c1C(C)=O",3.11932,0.808538503,3.018354932
"COc1cccc(Cc2c(C)nc(C)nc2N2CCN(C(=O)c3cccc(Br)c3)CC2)c1",4.41774,0.502398811,2.276091751
"Cc1ccccc1[C@@H](C)NC(=O)c1cc(-c2ccncc2)nc2ccccc12",5.09622,0.524290276,2.431924291
"CN(Cc1ccccc1)c1nc2nonc2nc1N1CCCO1",1.7909,0.726244173,3.073084569
"CC(C)(C#N)CCN1CCOCC1=O",0.78508,0.68109002,2.78889597
"Cc1ncc(C(=O)N(C)CC2CCCC2)c(Br)c1Cl",4.06812,0.796685869,2.61195279
"Nc1ccc(OCC(=O)Nc2cccc3ccccc23)cc1",3.4395,0.708808195,1.634556049
"Cc1ccc2[nH]c(=O)c(CNc3ccc(OC(C)C)cc3)cc2c1",4.23582,0.709003415,2.047350904
"COc1ccc(CN2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CCC2=O)cc1",3.4725,0.765967088,3.478936576
"CC[NH2+]Cc1c(C)nn(C)c1N1CCN2C(=O)NC[C@@H]2C1",-0.97438,0.787494082,4.150297669
"COCc1cccc(C[NH2+]Cc2ccc(F)cc2)c1",2.2357,0.848662893,2.832544048
"C[NH+](C)CCN(C(=O)c1cnccn1)c1nc2c(F)cc(F)cc2s1",1.1558,0.747267603,3.369939148
"CC(C)[C@@H]1C(=O)NC(=O)C[C@H]1c1cc(Cl)cc(Cl)c1",3.3957,0.834080439,3.380961631
"CCSCC[C@@H](C)NC(=O)N1CCN(C(=O)c2ccc(C)cc2)CC1",2.99412,0.782624465,2.597307933
"CCOCc1ccc(NC(=O)c2nc3nc(C)cc(C)n3n2)cc1",2.52994,0.778097231,2.233314931
"CN(C(=O)CCNS(C)(=O)=O)C1CCCCC1",0.7168,0.807225253,2.199372602
"CC(C)(C)NC(=O)CNC(=O)Nc1cnn(CC(F)F)c1",1.1844,0.772525635,2.54735928
"C[C@H](NC(=O)c1ccc(Cl)cc1F)c1ccc(N)cc1",3.5523,0.829786213,2.24119481
"CCn1ncc(S(=O)(=O)N[C@H](C)c2ccccc2)c1C",2.25092,0.921405005,2.550913132
"CC1(C)CC(=O)C(C)(C)c2ccc(NC(=O)c3ccc(C(=O)[O-])cc3)cc21",2.8304,0.901030724,2.752120693
"CCOC(=O)c1c(NC(C)=O)sc([C@H](C)O)c1-c1ccccc1",3.6035,0.799124405,2.742438448
"O=C(NC[C@H](O)c1c(F)cccc1F)c1cccc(OCC(F)F)n1",2.4671,0.745759425,3.009278053
"COCC(=O)N1C[C@@H](C)c2ccccc21",1.7831,0.74153638,2.616382344
"COc1ccc(CCCNC(=O)NNC(=O)C(C)(C)C)cc1",2.0043,0.5777759,2.055768742
"C[C@H]1CCN(C(=O)c2csc(-c3ccsc3)n2)C[C@H]1O",2.7145,0.923485475,3.23835899
"CC(=O)Nc1ccc(C2=NN(C(C)=O)[C@@H](c3cccs3)C2)cc1",3.4041,0.920111883,2.673307696
"CC[C@@H](C)CN(CC)c1ncc(Br)cc1C[NH3+]",2.4584,0.876444178,3.716206108
"COc1ccccc1-n1cc(C(=O)N2CCc3[nH]c4ccccc4c3C2)cn1",3.5607,0.583662033,2.332006419
"COc1ccccc1[C@@H](NC(=O)[C@@H]1CC(=O)N(c2ccc(C)cc2)C1)c1nccn1C",2.99582,0.660889304,2.999193273
"C[C@@H]1C[C@H]1C(=O)N1CCC(O)(Cn2cnc3cc(Cl)ccc3c2=O)CC1",2.0594,0.89453357,3.306572381
"CN1C[C@H](NC(=O)/C=C/c2cnc(C(C)(C)C)s2)CCC1=O",2.1908,0.870789486,3.340276428
"C[C@@H]1Cc2ccccc2N1C(=O)CSc1nnnn1-c1ccc(Br)cc1",3.4947,0.5800848,2.707122099
"O=C(NNc1cccc(C(F)(F)F)c1)c1cccc2cccnc12",4.0105,0.687785784,2.105176922
"CC(C)c1ccc([C@@H]2C[NH2+][C@@H](C)[C@@H](C)O2)cc1",2.2217,0.8361924,4.207155211
"C[C@@H](CO)CS(=O)(=O)CC(=O)N(C)Cc1cccs1",0.7497,0.820061885,3.119984594
"COc1ccc(C(=O)Nc2cccc(-c3cc4cc(F)ccc4[nH]3)c2)cc1",5.2349,0.503989044,1.928214719
"CCOC(=O)CCN1CCN(C(=O)[C@@H]2C[C@@H]2C)CC1",0.7398,0.701855856,2.742279852
"CC(=O)Nc1cc(NC(=O)N[C@@H](CCO)c2cccs2)ccc1C",3.26012,0.635763366,2.63559948
"Nc1cc(N)nc(SCCn2c(=O)oc3cccnc32)n1",0.7362,0.542602784,2.751885928
"COc1ccc(NC(=O)C2=Cc3ccccc3OC=C2)c(OC)c1",3.632,0.909024692,2.41496859
"COc1cc(C(=O)N[C@H]2CC(=O)N(C)C2)nc(OC)n1",-0.5457,0.827620367,3.027616069
"O=C(Cc1nc(COc2ccc(Cl)cc2)n[nH]1)NNc1ccccc1",2.7229,0.562617393,2.301102237
"O=C(CCc1ccc(F)cc1)Nc1cnn(CC2CC2)c1",3.0035,0.878207463,2.008536697
"CCn1cc(C(=O)N2CCC(c3nnc(Cn4ccnc4)n3C)CC2)cn1",1.2961,0.685083956,2.731531287
"CCC(C)(C)NC(=O)c1ccc(S(=O)(=O)[N-]c2ccccc2Cl)cc1",4.6525,0.757657728,2.976660965
"CC1(NC(=O)NCCCN2CCCCCC2=O)Cc2ccccc2C1",2.6358,0.804861673,2.548435852
"Cc1ccc(N2C[C@@H](C(=O)NCc3nnc(C)n3C)CCC2=O)cc1C",1.79976,0.913237138,2.78838256
"CCc1cc(NC(=O)CN[C@@H](c2ccccc2)C(F)(F)F)n(C)n1",2.8142,0.844529794,2.89427084
"CN(CCc1cccs1)C(=O)[C@@H]1C[C@@H]1c1ccccc1C(F)(F)F",4.5715,0.736958503,3.124705862
"CC(C)CN(C(=O)CN1C(=O)[C@@H]2CCCC[C@H]2C1=O)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O",1.3313,0.578655588,3.302483699
"COc1ccccc1[C@@H](Nc1nccn(C)c1=O)c1ccccn1",2.3854,0.781315515,2.75443554
"CC(C)C[C@H](C[NH3+])CN1CC[NH+](CC2CC2)CC1",-0.4989,0.657049903,5.050596035
"CCOc1cccc([C@H](C)NC(=O)C(=O)Nc2ccc(Cl)c([N+](=O)[O-])c2)c1",3.4628,0.435156827,2.534325291
"O=C(CCCN1C(=O)CNC1=O)N[C@H]1CCN(c2c(F)cccc2F)C1",0.9917,0.746515076,2.94521707
"O=C(Nc1ccc2ncccc2c1)[C@@H]1CCCC[C@@H]1C(F)(F)F",4.542,0.842915663,2.942990978
"CCC(=O)NCc1ccc(-c2noc([C@H]3CCCO3)n2)s1",2.6758,0.914917333,3.029578974
"C[NH+](CC(=O)N1CCOC1=O)CC1CC[NH2+]CC1",-2.5467,0.615148964,5.40340809
"Cc1ccc(C[NH+]2CCC(N3CCC(C(=O)N4CCOCC4)CC3)CC2)o1",0.70612,0.855480677,3.427817491
"Cc1ccccc1-n1[nH]c2cc(=O)n(Cc3ccccc3)c(C)c2c1=O",3.14564,0.611549772,2.304695394
"Cc1ccc2nc(NC3CCC(C)CC3)c(/C=C3/SC(=S)N(Cc4ccco4)C3=O)c(=O)n2c1",4.98792,0.378866187,2.854499728
"COc1cccc2c1CCCC2(C)C",3.3091,0.648228229,2.095913722
"CCN(CC)S(=O)(=O)c1cccc(C(=O)N[C@H](C)c2oc3ccccc3c2C)c1",4.26272,0.60089068,2.705141454
"COc1ccc([C@@H]2c3[nH]c4ccccc4c3C[C@H]3C(=O)N(CCO)CC(=O)N32)c(OC)c1",1.8623,0.642182037,3.295237664
"CCOC(=O)C1=C(CN2CCN(c3cccc(C)c3C)CC2)NC(=O)N[C@H]1c1cccs1",3.35824,0.642767751,2.974819336
"CCOc1ccc2[nH]c(SCC(=O)Nc3ccc(C#N)cc3)nc2c1",3.56408,0.645969735,2.131226236
"CCCC(=O)Nc1cccc(CNC(=O)N2CCSCC2)c1",2.6836,0.872691239,2.098059621
"CCCCN(C)C(=O)[C@@H](c1ccccc1C)N(C)C",2.85622,0.780991197,2.6025131
"Cc1cc(OC(=O)Cc2cccs2)cc2c1C(=O)/C(=C/c1ccccn1)O2",4.21582,0.371574037,2.71091827
"CC[NH+](CC)CCN1C(N)=[NH+]C[C@@]12CCCC(C)(C)C2",-1.039,0.634260749,5.840574245
"Cc1[nH]c2ccccc2c1C(=O)Nc1ccn(-c2ncccc2Cl)n1",3.96272,0.566034469,2.37324739
"C[C@@H](NC(=O)c1cc(C[NH+]2CCC(O)CC2)on1)c1cn(C)c2ccccc12",1.1969,0.625671461,3.988173116
"C[C@H]1CO[C@H]([C@]2(C)OC[C@H](C)O2)O1",0.8993,0.621605838,4.709790525
"O=C(CSc1nnc(-c2ccco2)n1-c1ccccc1)c1c[nH]c2ccccc12",4.9836,0.307672812,2.260324671
"CC(C)[C@H](O)CCNC(=O)Nc1ncn(Cc2ccc(C#N)cc2)n1",1.72658,0.713874078,2.92533123
"C[C@@H](Oc1ccc(Cl)cc1Cl)C(=O)Nc1nnc([C@@H]2CC(=O)N(c3ccc(F)cc3)C2)s1",4.9105,0.503002982,3.10648348
"Cc1cc(C(=O)NC[C@H](CCO)c2ccccc2)nn1C",1.62452,0.855514022,2.688096887
"CCn1cc(-c2cc(C(F)F)c3c(C)noc3n2)c(C)n1",3.66064,0.719138396,2.844426379
"O=C(NC[C@H]1CC[C@@H](C(=O)[O-])O1)c1ccc(Br)c(F)c1",0.6155,0.883814191,3.428782428
"O=C(Nc1ccc(F)cc1F)Nc1c[nH]c(=O)[nH]c1=O",0.9854,0.668670467,2.249740411
"CC(C)[C@H](C(=O)N1CCC[C@H](n2cccn2)C1)n1cncn1",1.5354,0.866781787,3.527933007
"CCCNC(=O)[C@@H]1CCCN(C(=O)c2c[nH]c3cccc(F)c23)C1",2.6854,0.90073417,2.675625015
"COc1ccc(-c2ccc(C[NH2+][C@@H]3CC[C@H]([NH+](C)C)C3)o2)c([N+](=O)[O-])c1",0.9924,0.57690248,4.702841427
"COc1ccccc1[C@@H]1CCN(C(=O)OC(C)(C)C)C[C@H]1O",2.7805,0.907104753,2.823530479
"O=S(=O)(Cc1ccccc1)[N-]c1scnc1-c1ccc(F)cc1",4.4844,0.65356301,2.93335306
"CC[NH+]1CC[C@@H](N(C)C(=O)Nc2cnccc2C)[C@H](C)C1",1.16692,0.889065927,4.580635704
"O=C(c1ccc(F)cc1)[C@H]1CCC[NH+](Cc2c[nH]cn2)C1",1.2266,0.841374224,4.308797136
"Clc1cccc(-c2ccc(C[NH2+]Cc3ccc4c(c3)OCO4)o2)c1",3.5923,0.751258862,2.970312977
"O=C(NC[C@H]1CCC[C@@H]1O)Nc1nc(-c2ccccc2)ns1",2.4876,0.807258278,3.039844614
"C[C@@H](CS(C)(=O)=O)NC(=O)N(C)Cc1ccc(Cl)c(F)c1",2.0536,0.898651003,2.755873405
"CCc1ccc([C@H](N)CC[NH+](CC)CC)cc1",1.5636,0.744830697,3.775803041
"O=C(NCC1([NH+]2CCCCC2)CCOCC1)c1n[nH]c(C2CC2)c1Cl",1.2883,0.742384356,4.097149313
"C=CC[NH+](CC(=O)[O-])[C@@H]1CCC[C@H](C(C)(C)C)CC1",0.8022,0.60106602,5.142645131
"C[C@H](CCOc1ccccc1)C(=O)N[C@@H](C#N)c1ccccc1F",3.61178,0.823717013,2.896357256
"Cc1cc(C)n(-c2ccc(CNC(=O)N[C@H]3CCC[C@@H]3C(N)=O)cn2)n1",1.33734,0.757830272,3.16800286
"CC[S@@](=O)[C@@H]1CCC[C@H](NC(=O)NCc2ccccc2C)C1",2.87402,0.868790108,3.397690541
"O=C(Cn1ccccc1=O)NCc1cccc(C(F)(F)F)c1",2.1835,0.943800434,1.982045425
"CC(C)[C@H]1C[NH2+]CC[C@]12CCO[C@H](C)C2",1.411,0.705835298,5.635269804
"C[NH+](Cc1cccc2cn[nH]c12)C1CCN(C(=O)OC(C)(C)C)CC1",1.9771,0.898854615,3.852538922
"CC[C@H](C)NC(=O)CNC(=O)c1ccc(C)c(C)c1",1.94794,0.856587741,2.142869662
"CC[NH+]1CCN(Cc2nc3nc(C)cc(N4CCCCCC4)n3n2)CC1",0.53352,0.881326758,3.597263498
"CN(C)C(=S)N(C(=S)N(C)C)c1ccccc1",2.186,0.721653911,2.753571197
"C[C@H]1CN(Cc2ccccc2NC=C(C#N)C#N)C[C@H](C)O1",2.63876,0.861822641,3.403588519
"Cc1nc(C)c(C(=O)OCC(=O)N[C@H]2CCCc3ccccc32)s1",3.11054,0.854405277,2.617780671
